Running insertion:
absl::flat_hash_map;absl::node_hash_map;boost::unordered_map;boost::unordered_flat_map;boost::unordered_node_map
151499;0.708703;1.17935;0.998361;0.729359;1.32342
159046;0.690395;1.16452;0.971118;0.711279;1.29947
166970;0.677995;1.15147;0.95811;0.696414;1.27737
175290;0.663227;1.14106;0.951664;0.646176;1.25714
184026;0.663559;1.12992;0.939237;0.663892;1.2376
193198;0.640596;1.12098;0.932213;0.649732;1.22128
202828;0.632459;1.11462;1.21885;0.637852;1.20444
212939;0.627096;1.08486;1.19471;0.628924;1.19205
223555;0.600762;1.11125;1.16314;0.939391;1.57864
234701;0.887375;1.33782;1.13027;0.900036;1.54201
246404;0.856249;1.31492;1.11185;0.894635;1.51303
258692;0.85291;1.29961;1.09015;0.854957;1.48374
271594;0.826888;1.28379;1.08269;0.831604;1.4551
285141;0.821522;1.27638;1.04629;0.806927;1.43733
299365;0.78693;1.26285;1.03897;0.78922;1.41264
314300;0.78398;1.24748;1.02907;0.769111;1.39104
329981;0.767295;1.23933;1.01285;0.748058;1.37785
346446;0.741228;1.22896;1.00592;0.74293;1.35952
363734;0.736185;1.23119;1.0055;0.714686;1.35198
381886;0.709483;1.23413;0.996789;0.701754;1.34265
400945;0.70203;1.24842;1.47023;0.682842;1.34925
420956;0.695828;1.25859;1.43651;0.674647;1.32818
441967;0.684409;0.892786;1.40615;1.01523;2.02087
464028;0.975136;1.76188;1.37191;0.974065;2.01667
487192;0.967442;1.77024;1.34714;0.958673;2.00276
511514;0.952901;1.77365;1.33252;0.935248;1.98664
537052;0.953058;1.78501;1.31653;0.936512;1.96762
563866;0.946834;1.7749;1.28322;0.893901;1.96277
592020;0.928489;1.78764;1.28072;0.874726;1.97151
621581;0.912474;1.79978;1.27294;0.856618;1.95459
652620;0.902102;1.8115;1.26953;0.836489;1.96202
685210;0.885778;1.82673;1.27027;0.816182;1.96193
719429;0.890722;1.84826;1.27663;0.760645;1.96666
755358;0.870159;1.8658;1.28042;0.743846;1.96086
793083;0.838233;1.86202;2.72673;0.732937;1.99423
832694;0.851269;1.89608;2.34648;0.768481;1.98416
874285;0.857708;1.93145;2.33273;1.0686;3.07913
917955;1.11269;2.62101;2.46465;1.10098;3.05799
963808;1.12002;2.62382;2.53408;1.043;3.03957
1011953;1.1291;2.60923;2.6087;1.0488;3.01921
1062505;1.11046;2.60924;2.22351;1.00716;2.97254
1115584;1.09482;2.58358;2.13399;0.988547;2.93047
1171316;1.10092;2.57668;1.95406;0.997587;2.88545
1229834;1.09919;2.56576;1.77604;0.948236;2.85048
1291277;1.07568;2.54525;1.77549;0.932123;2.84557
1355792;1.07947;2.54846;1.77702;0.876219;1.68991
1423532;1.03534;2.5416;1.77988;0.903648;1.64942
1494659;1.0327;1.77934;1.77996;0.891916;1.61147
1569342;1.0271;1.37287;1.78813;0.845128;1.5746
1647759;1.03914;1.35613;3.10926;0.876269;1.54341
1730096;1.05183;2.32554;3.08241;1.21316;3.99368
1816549;1.0565;1.33346;3.25995;1.19699;3.95119
1907324;1.34022;3.27309;3.43721;1.15667;3.87577
2002637;1.32746;3.24664;2.61399;1.14264;3.81858
2102715;1.3417;3.21391;2.59692;1.12575;3.77265
2207796;1.33599;3.18765;2.3573;1.1151;3.70252
2318131;1.32366;3.17868;2.56655;1.09459;3.66781
2433982;1.30339;3.16115;2.56911;1.1195;3.62409
2555625;1.30566;3.13363;2.76875;1.07892;3.5738
2683350;1.30491;3.11554;2.32291;1.06521;3.53366
2817461;1.30851;3.10992;2.32557;1.05801;3.50299
2958277;1.30742;3.09934;2.32374;1.01201;3.44266
3106133;1.30548;3.07366;2.33172;1.02674;3.19022
3261381;1.30038;3.06832;4.5143;1.03189;3.38145
3424391;1.30289;3.0522;4.45464;0.994856;3.12265
3595551;1.3125;3.04898;4.41092;1.33311;4.68443
3775269;1.57359;3.81677;3.6819;1.33465;4.62144
3963972;1.57316;3.7916;3.18628;1.30905;4.53445
4162110;1.5639;3.75133;2.94229;1.30044;4.46956
4370154;1.55098;3.73451;3.14831;1.28532;4.41972
4588600;1.51957;3.70189;2.86269;1.27211;4.34667
4817968;1.5306;3.68152;2.85141;1.27441;4.27403
5058804;1.54472;3.65275;2.8342;1.22405;4.22505
5311681;1.45797;3.62673;2.8231;1.22052;3.94122
5577201;1.47749;3.61707;2.8183;1.24935;4.12833
5855997;1.50314;3.59716;2.80604;1.20398;3.59467
6148732;1.51324;3.5731;2.80305;1.2135;3.56852
6456103;1.51474;3.31672;5.13968;1.22271;3.50515
6778842;1.49562;3.53961;4.57523;1.2336;3.95712
7117717;1.51094;3.54003;4.77692;1.54234;5.39398
7473535;1.75411;4.35054;4.49106;1.52184;5.29089
7847143;1.76751;4.31336;4.41654;1.51934;5.19671
8239431;1.73631;4.26117;4.13195;1.5078;5.09698
8651333;1.72786;4.21706;3.34816;1.50403;5.02033
9083830;1.71841;4.17243;3.28569;1.44288;4.91654
9537951;1.70908;4.12397;3.25437;1.45448;4.83888
