Running erasure:
absl::flat_hash_map;absl::node_hash_map;boost::unordered_map;boost::unordered_flat_map;boost::unordered_node_map
175290;0.148912;0.384086;0.424061;0.144289;0.386247
184026;0.145772;0.377862;0.433962;0.14209;0.391746
193198;0.142769;0.390276;0.43096;0.139697;0.392847
202828;0.139504;0.391284;0.486331;0.137524;0.392145
212939;0.135358;0.397298;0.489956;0.135129;0.400061
223555;0.130519;0.393201;0.495299;0.165603;0.484059
234701;0.175719;0.515879;0.498391;0.162325;0.485084
246404;0.172882;0.516474;0.501891;0.159911;0.486538
258692;0.169668;0.519506;0.504786;0.157761;0.477618
271594;0.166592;0.518648;0.50856;0.15562;0.486769
285141;0.162653;0.517501;0.512259;0.153158;0.483907
299365;0.159513;0.511342;0.51422;0.151194;0.483205
314300;0.156068;0.507596;0.515909;0.149136;0.480571
329981;0.153075;0.505561;0.518287;0.147051;0.478169
346446;0.149619;0.498396;0.520492;0.144832;0.475038
363734;0.146795;0.494046;0.52303;0.142746;0.475576
381886;0.143564;0.492057;0.525448;0.140567;0.4711
400945;0.140118;0.482809;0.547508;0.138311;0.470779
420956;0.136151;0.479581;0.546798;0.135851;0.466698
441967;0.131746;0.469762;0.546418;0.166692;0.504075
464028;0.177356;0.530947;0.547025;0.163537;0.500817
487192;0.17491;0.528204;0.547287;0.160937;0.499592
511514;0.171423;0.524995;0.546434;0.158529;0.495056
537052;0.167315;0.558411;0.591443;0.156342;0.54101
563866;0.163922;0.550831;0.590584;0.154113;0.536313
592020;0.16037;0.549221;0.592098;0.151995;0.534896
621581;0.157204;0.544005;0.594747;0.149858;0.533201
652620;0.153765;0.534558;0.593563;0.147707;0.5305
685210;0.150539;0.533973;0.594917;0.145625;0.526156
719429;0.147391;0.528884;0.594832;0.143218;0.525031
755358;0.1443;0.520815;0.59506;0.141172;0.518223
793083;0.140714;0.517975;0.592252;0.138888;0.51707
832694;0.137034;0.509977;0.592895;0.136497;0.513872
874285;0.132371;0.505369;0.592238;0.166503;0.554092
917955;0.17749;0.549832;0.592751;0.163584;0.551598
963808;0.175364;0.547206;0.591515;0.160877;0.551688
1011953;0.171982;0.547956;0.592024;0.158903;0.544899
1062505;0.167905;0.539745;0.591909;0.156806;0.541522
1115584;0.164848;0.535769;0.589822;0.154228;0.538836
1171316;0.16135;0.532384;0.590278;0.152394;0.536098
1229834;0.157978;0.527898;0.590993;0.150232;0.530432
1291277;0.154418;0.534225;0.591967;0.148123;0.52888
1355792;0.151256;0.529344;0.590572;0.145733;0.526207
1423532;0.148191;0.526503;0.593213;0.14368;0.522979
1494659;0.144862;0.518779;0.589934;0.141525;0.520619
1569342;0.141629;0.517334;0.590958;0.139419;0.514126
1647759;0.137742;0.511538;0.573865;0.137092;0.51402
1730096;0.133584;0.50464;0.573546;0.167975;0.555413
1816549;0.128157;0.498236;0.574794;0.164883;0.554075
1907324;0.175434;0.551173;0.575025;0.162565;0.549217
2002637;0.172048;0.542845;0.576226;0.160221;0.547288
2102715;0.168723;0.540092;0.575779;0.158074;0.540654
2207796;0.165279;0.554074;0.576901;0.155242;0.537555
2318131;0.162405;0.550135;0.578233;0.153081;0.534586
2433982;0.158191;0.528082;0.578594;0.150746;0.531169
2555625;0.154666;0.525651;0.579206;0.14861;0.529276
2683350;0.151674;0.527678;0.58008;0.146365;0.527176
2817461;0.148607;0.52423;0.580342;0.144105;0.524499
2958277;0.145504;0.511789;0.581142;0.141974;0.520269
3106133;0.142231;0.524466;0.5821;0.139756;0.516908
3261381;0.138799;0.500157;0.595461;0.137395;0.514072
3424391;0.134557;0.504477;0.595579;0.134849;0.512152
3595551;0.12959;0.492659;0.594735;0.16715;0.552138
3775269;0.176676;0.566951;0.594775;0.164614;0.547862
3963972;0.173075;0.542435;0.594027;0.16106;0.545617
4162110;0.169502;0.546311;0.594052;0.158384;0.5425
4370154;0.165905;0.535254;0.594222;0.155943;0.53937
4588600;0.162741;0.553063;0.594026;0.153413;0.537229
4817968;0.158781;0.534139;0.593536;0.151223;0.534682
5058804;0.155801;0.531923;0.593627;0.149182;0.53036
5311681;0.152537;0.51855;0.593948;0.147036;0.525779
5577201;0.148968;0.524984;0.593712;0.144656;0.525435
5855997;0.145984;0.518321;0.594033;0.142394;0.519579
6148732;0.142949;0.505653;0.593626;0.140235;0.516461
6456103;0.139641;0.501295;0.601012;0.137971;0.513659
6778842;0.135345;0.500112;0.600953;0.135472;0.510422
7117717;0.130683;0.487935;0.599457;0.171391;0.552376
7473535;0.176678;0.542937;0.599115;0.167683;0.549972
7847143;0.173431;0.540098;0.598642;0.163747;0.545389
8239431;0.170173;0.544481;0.598147;0.159318;0.542251
8651333;0.167295;0.554659;0.59754;0.156169;0.538977
9083830;0.162959;0.528976;0.597859;0.15489;0.535548
9537951;0.159512;0.544767;0.597352;0.152399;0.532572
