Scattered successful lookup, Fmax=1, G=5:
std::unordered_multiset;boost::unordered_multiset;multi_index::hashed_non_unique
285141;0.214796;0.183306;0.135484
299365;0.236158;0.193122;0.139527
314300;0.270707;0.205404;0.143852
329981;0.287719;0.21219;0.149276
346446;0.317954;0.222216;0.154883
363734;0.345666;0.247855;0.160508
381886;0.378714;0.262939;0.166588
400945;0.403867;0.226055;0.140966
420956;0.433334;0.252896;0.148455
441967;0.472066;0.27404;0.162843
464028;0.508812;0.302192;0.168511
487192;0.544617;0.336324;0.190458
511514;0.582679;0.362882;0.204415
537052;0.541273;0.393883;0.22126
563866;0.561661;0.430892;0.237102
592020;0.583076;0.458189;0.256596
621581;0.602601;0.493374;0.276187
652620;0.627285;0.529297;0.296669
685210;0.652128;0.568213;0.318685
719429;0.676559;0.603642;0.337101
755358;0.703388;0.645891;0.360646
793083;0.73321;0.513714;0.352373
832694;0.76156;0.535599;0.365193
874285;0.790273;0.560351;0.383059
917955;0.823308;0.58355;0.397996
963808;0.858504;0.607769;0.415222
1011953;0.897061;0.634674;0.430097
1062505;0.690709;0.660427;0.447228
1115584;0.712817;0.691542;0.466535
1171316;0.729761;0.716224;0.485945
1229834;0.757845;0.75031;0.504241
1291277;0.775946;0.784455;0.525139
1355792;0.800543;0.818419;0.544482
1423532;0.828253;0.859109;0.561222
1494659;0.855482;0.893317;0.582908
1569342;0.88262;0.932413;0.606721
1647759;0.917147;0.667247;0.544997
1730096;0.944548;0.687754;0.561895
1816549;0.974573;0.713107;0.574202
1907324;1.01417;0.73656;0.591677
2002637;1.04581;0.762422;0.605948
2102715;0.759159;0.787394;0.621101
2207796;0.784684;0.818015;0.636172
2318131;0.806207;0.844061;0.657001
2433982;0.829275;0.872663;0.67233
2555625;0.84937;0.910549;0.690856
2683350;0.876509;0.94062;0.712551
2817461;0.897856;0.98274;0.729878
2958277;0.924499;1.02168;0.75189
Scattered successful lookup, Fmax=5, G=5:
std::unordered_multiset;boost::unordered_multiset;multi_index::hashed_non_unique
10000;0.363221;0.196169;0.156863
10500;0.244665;0.19944;0.157504
11025;0.250014;0.210884;0.163977
11576;0.253845;0.217367;0.166214
12154;0.264333;0.217772;0.168679
12760;0.270824;0.233913;0.173007
13396;0.279565;0.245701;0.18007
14063;0.292898;0.254828;0.18629
14763;0.305913;0.266334;0.194897
15498;0.31797;0.200447;0.15625
16269;0.330475;0.202694;0.156067
17078;0.347411;0.210784;0.161708
17927;0.360134;0.222876;0.163554
18818;0.374342;0.230884;0.167926
19753;0.394842;0.243139;0.173249
20734;0.24385;0.257034;0.177864
21764;0.256241;0.261287;0.178388
22845;0.267001;0.28007;0.185572
23980;0.276437;0.296972;0.194017
25171;0.284762;0.309464;0.202741
26421;0.300786;0.326065;0.208583
27733;0.317027;0.344214;0.217739
29110;0.327813;0.358544;0.227271
30555;0.348527;0.377812;0.236524
32072;0.360076;0.232191;0.164846
33664;0.375261;0.237147;0.167496
35335;0.39296;0.248484;0.172313
37089;0.414077;0.252818;0.176582
38930;0.424426;0.267397;0.180645
40863;0.448544;0.277549;0.187546
42892;0.304432;0.291301;0.192015
45022;0.314352;0.304762;0.199136
47258;0.322296;0.318551;0.205679
49605;0.340658;0.330455;0.214052
52069;0.346463;0.350656;0.222727
54656;0.362102;0.370238;0.229979
57372;0.379846;0.38442;0.2384
60223;0.391126;0.403755;0.247383
63216;0.402572;0.278956;0.200736
66358;0.417831;0.286622;0.205309
69657;0.440078;0.301256;0.212064
73120;0.455291;0.309188;0.21639
76756;0.47147;0.325497;0.224227
80573;0.491132;0.334822;0.229715
84580;0.333939;0.349171;0.235828
88787;0.346227;0.359873;0.243429
93204;0.358752;0.373342;0.251003
97841;0.368097;0.387678;0.256598
102709;0.380482;0.403702;0.265123
107820;0.400313;0.420308;0.274113
113186;0.413323;0.438705;0.283257
118820;0.425826;0.456653;0.294276
124735;0.443352;0.319585;0.228914
130945;0.458449;0.324851;0.233604
137465;0.476341;0.338495;0.238939
144311;0.493006;0.347573;0.244393
151499;0.515238;0.355625;0.249456
159046;0.532415;0.369514;0.256934
166970;0.352408;0.382327;0.260997
175290;0.368216;0.397756;0.26881
184026;0.378213;0.411532;0.275715
193198;0.394586;0.431008;0.285869
202828;0.406113;0.448066;0.295068
212939;0.428119;0.473926;0.306545
223555;0.446556;0.498656;0.316681
234701;0.469499;0.530816;0.332892
246404;0.491176;0.344008;0.249835
258692;0.520927;0.358519;0.255309
271594;0.548286;0.37329;0.263722
285141;0.580811;0.393035;0.273679
299365;0.612722;0.411313;0.282513
314300;0.642712;0.43127;0.292294
329981;0.419686;0.447527;0.301056
346446;0.436438;0.47338;0.311718
363734;0.45767;0.495818;0.322271
381886;0.472738;0.52399;0.335494
400945;0.493982;0.546234;0.34631
420956;0.513513;0.569894;0.359102
441967;0.544575;0.603255;0.37399
464028;0.581719;0.644909;0.391605
487192;0.63936;0.693997;0.408703
511514;0.692389;0.475194;0.304496
537052;0.766522;0.517905;0.313539
563866;0.834211;0.561584;0.327863
592020;0.942073;0.631856;0.342247
621581;1.0507;0.685362;0.360438
652620;1.16029;0.776543;0.388422
685210;0.818805;0.855209;0.415611
719429;0.88667;0.945217;0.455584
755358;0.966981;1.03576;0.482234
793083;1.05091;1.14042;0.522232
832694;1.13349;1.25582;0.567104
874285;1.22528;1.3771;0.634008
917955;1.31876;1.48986;0.685982
963808;1.43213;1.6329;0.752533
1011953;1.52678;0.972928;0.540324
1062505;1.6455;1.04196;0.580641
1115584;1.7634;1.11581;0.619401
1171316;1.88431;1.19143;0.667074
1229834;2.0076;1.26714;0.710136
1291277;2.15201;1.34943;0.754702
1355792;1.43975;1.44256;0.808859
1423532;1.52369;1.53628;0.858496
1494659;1.59333;1.64041;0.90991
1569342;1.67907;1.73848;0.962727
1647759;1.77536;1.84071;1.0283
1730096;1.86394;1.9758;1.08227
1816549;1.95391;2.10181;1.1416
1907324;2.05175;2.2216;1.21549
2002637;2.15737;1.39069;0.946701
2102715;2.26799;1.45862;0.990686
2207796;2.38427;1.5318;1.03286
2318131;2.50566;1.60747;1.06632
2433982;2.6238;1.68575;1.11301
2555625;2.74833;1.76238;1.15865
2683350;1.84161;1.85552;1.20466
2817461;1.91217;1.95859;1.25982
2958277;1.9826;2.05395;1.30892
Scattered unsuccessful lookup, Fmax=5, G=5:
std::unordered_multiset;boost::unordered_multiset;multi_index::hashed_non_unique
10000;0.327938;0.246443;0.15323
10500;0.208889;0.252061;0.156766
11025;0.226597;0.268378;0.162607
11576;0.235064;0.279003;0.167288
12154;0.249948;0.287259;0.174918
12760;0.257045;0.302768;0.177009
13396;0.274368;0.314411;0.183076
14063;0.292753;0.335406;0.188866
14763;0.316072;0.349917;0.196932
15498;0.334277;0.234055;0.143416
16269;0.355689;0.245489;0.15074
17078;0.377944;0.25784;0.155367
17927;0.405639;0.277735;0.160498
18818;0.431017;0.294152;0.166801
19753;0.445896;0.309801;0.175217
20734;0.284676;0.337749;0.180048
21764;0.303194;0.354204;0.187596
22845;0.321553;0.375013;0.19516
23980;0.34212;0.394188;0.203007
25171;0.359577;0.421517;0.21186
26421;0.381431;0.43965;0.220569
27733;0.401728;0.467763;0.228243
29110;0.424639;0.488302;0.238245
30555;0.448831;0.52019;0.246885
32072;0.465387;0.318308;0.170181
33664;0.490753;0.336053;0.176938
35335;0.511762;0.356443;0.183935
37089;0.539869;0.375778;0.18941
38930;0.56662;0.393291;0.197572
40863;0.595771;0.408835;0.204086
42892;0.353493;0.437909;0.211528
45022;0.372344;0.457518;0.218962
47258;0.38563;0.481981;0.225694
49605;0.406864;0.497926;0.233766
52069;0.428779;0.523608;0.243141
54656;0.44574;0.5545;0.250945
57372;0.470912;0.571401;0.25969
60223;0.490894;0.595945;0.270141
63216;0.518369;0.359024;0.199733
66358;0.546348;0.373633;0.206301
69657;0.568686;0.391542;0.21373
73120;0.594181;0.410362;0.220933
76756;0.618101;0.431584;0.228595
80573;0.648563;0.452936;0.23727
84580;0.374128;0.47965;0.244837
88787;0.391291;0.495732;0.252403
93204;0.412482;0.521502;0.260612
97841;0.430122;0.541366;0.269133
102709;0.447377;0.570073;0.277644
107820;0.472621;0.593271;0.286883
113186;0.495318;0.619826;0.296375
118820;0.519525;0.644822;0.305498
124735;0.541937;0.382137;0.21796
130945;0.571336;0.39788;0.224289
137465;0.592808;0.416151;0.23207
144311;0.618279;0.432578;0.238719
151499;0.644884;0.459494;0.247145
159046;0.673285;0.477689;0.256991
166970;0.387345;0.505805;0.265064
175290;0.404846;0.522865;0.272781
184026;0.42933;0.55904;0.285785
193198;0.46037;0.594439;0.295039
202828;0.480684;0.631588;0.308702
212939;0.519064;0.667497;0.322553
223555;0.546423;0.704978;0.333153
234701;0.580011;0.749536;0.347362
246404;0.621063;0.435384;0.245245
258692;0.653956;0.461925;0.254866
271594;0.694207;0.490481;0.266557
285141;0.73804;0.523258;0.278343
299365;0.783912;0.557729;0.290866
314300;0.838671;0.594036;0.303209
329981;0.476301;0.630963;0.316098
346446;0.511482;0.668538;0.329424
363734;0.542757;0.712252;0.342649
381886;0.603446;0.757461;0.356247
400945;0.676544;0.83526;0.376579
420956;0.734826;0.8849;0.390454
441967;0.816219;0.988582;0.417
464028;0.900425;1.10857;0.442915
487192;1.02497;1.2058;0.468087
511514;1.16387;0.77662;0.342117
537052;1.3018;0.850472;0.367984
563866;1.47743;0.973721;0.393826
592020;1.659;1.101;0.433032
621581;1.83162;1.2497;0.477663
652620;2.05176;1.3858;0.524417
685210;1.30105;1.54839;0.574025
719429;1.4165;1.69291;0.63352
755358;1.54738;1.89806;0.686693
793083;1.6648;2.05642;0.747827
832694;1.794;2.24627;0.802931
874285;1.9471;2.44471;0.865632
917955;2.10117;2.64974;0.934094
963808;2.27815;2.86334;1.00502
1011953;2.43882;1.6364;0.706318
1062505;2.63477;1.76252;0.74896
1115584;2.80404;1.88204;0.792994
1171316;3.01815;2.00928;0.837647
1229834;3.22043;2.15208;0.888458
1291277;3.43472;2.31146;0.935367
1355792;1.93248;2.46464;0.987075
1423532;2.06465;2.61181;1.03726
1494659;2.19077;2.77813;1.09211
1569342;2.31465;2.95789;1.15148
1647759;2.4562;3.11578;1.20991
1730096;2.61304;3.34274;1.2719
1816549;2.76354;3.50526;1.33382
1907324;2.91252;3.72734;1.40402
2002637;3.07718;2.05808;0.983237
2102715;3.26151;2.17323;1.02961
2207796;3.44813;2.30159;1.07803
2318131;3.64349;2.43153;1.12148
2433982;3.84825;2.56593;1.17078
2555625;4.0546;2.71895;1.22312
2683350;2.26101;2.87011;1.27377
2817461;2.37928;3.05669;1.32733
2958277;2.50914;3.23963;1.38611
