Running erasure:
absl::flat_hash_map;absl::node_hash_map;boost::unordered_map;boost::unordered_flat_map;boost::unordered_node_map
5577201;0.1948;0.507016;0.563758;0.162511;0.424654
5855997;0.189484;0.474712;0.570978;0.160322;0.421729
6148732;0.183715;0.518304;0.56881;0.157847;0.417005
6456103;0.178039;0.464789;0.543967;0.155457;0.415903
6778842;0.171873;0.523485;0.544959;0.152597;0.410649
7117717;0.165156;0.451595;0.546778;0.192075;0.452754
7473535;0.241361;0.52079;0.545293;0.185874;0.447976
7847143;0.236298;0.573705;0.545217;0.181244;0.443245
8239431;0.230688;0.501523;0.548097;0.178392;0.44044
8651333;0.225367;0.497315;0.548233;0.175785;0.439039
9083830;0.219327;0.585874;0.551187;0.172269;0.43259
9537951;0.213107;0.516542;0.552519;0.17;0.433339
